  -1.00000000       0.00000000       0.00000000    
   1.00000000       0.00000000       0.00000000    
   0.00000000      -1.00000000       0.00000000    
   0.00000000       1.00000000       0.00000000    
   0.00000000       0.00000000      -1.00000000    
   0.00000000       0.00000000       1.00000000    
  0.382683009     -0.923879981       0.00000000    
  0.707107008     -0.707107008       0.00000000    
  0.923879981     -0.382683009       0.00000000    
  0.923879981      0.382683009       0.00000000    
  0.707107008      0.707107008       0.00000000    
  0.382683009      0.923879981       0.00000000    
   0.00000000     -0.923879981      0.382683009    
   0.00000000     -0.707107008      0.707107008    
   0.00000000     -0.382683009      0.923879981    
   0.00000000      0.382683009      0.923879981    
   0.00000000      0.707107008      0.707107008    
   0.00000000      0.923879981      0.382683009    
 -0.382683009     -0.923879981       0.00000000    
 -0.707107008     -0.707107008       0.00000000    
 -0.923879981     -0.382683009       0.00000000    
 -0.923879981      0.382683009       0.00000000    
 -0.707107008      0.707107008       0.00000000    
 -0.382683009      0.923879981       0.00000000    
   0.00000000     -0.923879981     -0.382683009    
   0.00000000     -0.707107008     -0.707107008    
   0.00000000     -0.382683009     -0.923879981    
   0.00000000      0.382683009     -0.923879981    
   0.00000000      0.707107008     -0.707107008    
   0.00000000      0.923879981     -0.382683009    
  0.923879981       0.00000000      0.382683009    
  0.707107008       0.00000000      0.707107008    
  0.382683009       0.00000000      0.923879981    
 -0.382683009       0.00000000      0.923879981    
 -0.707107008       0.00000000      0.707107008    
 -0.923879981       0.00000000      0.382683009    
 -0.923879981       0.00000000     -0.382683009    
 -0.707107008       0.00000000     -0.707107008    
 -0.382683009       0.00000000     -0.923879981    
  0.382683009       0.00000000     -0.923879981    
  0.707107008       0.00000000     -0.707107008    
  0.923879981       0.00000000     -0.382683009    
  0.704651177     -0.501730382     -0.501730382    
  0.704651177     -0.501730382      0.501730382    
  0.704651177      0.501730382     -0.501730382    
  0.704651177      0.501730382      0.501730382    
 -0.704651177     -0.501730382     -0.501730382    
 -0.704651177     -0.501730382      0.501730382    
 -0.704651177      0.501730382     -0.501730382    
 -0.704651177      0.501730382      0.501730382    
 -0.501730382     -0.704651177     -0.501730382    
 -0.501730382     -0.704651177      0.501730382    
 -0.501730382     -0.501730382     -0.704651177    
 -0.501730382     -0.501730382      0.704651177    
 -0.501730382      0.501730382     -0.704651177    
 -0.501730382      0.501730382      0.704651177    
 -0.501730382      0.704651177     -0.501730382    
 -0.501730382      0.704651177      0.501730382    
  0.501730382     -0.704651177     -0.501730382    
  0.501730382     -0.704651177      0.501730382    
  0.501730382     -0.501730382     -0.704651177    
  0.501730382     -0.501730382      0.704651177    
  0.501730382      0.501730382     -0.704651177    
  0.501730382      0.501730382      0.704651177    
  0.501730382      0.704651177     -0.501730382    
  0.501730382      0.704651177      0.501730382    
